date;number
2049-08-03;-857937
1945-05-14;655142
1959-11-13;628259
2029-11-22;307733
1945-04-14;898471
2052-12-28;-778833
2016-12-22;-530323
2060-12-31;-778798
2069-04-22;933462
1979-06-22;-40627
2017-05-02;-159747
1943-02-04;2128
2038-07-14;774831
1932-09-02;-142393
2025-02-13;-391967
2016-10-22;-533688
2018-10-11;-192141
1902-04-27;811611
2052-03-11;-566973
2017-08-28;86001
2042-02-27;-202454
1949-02-14;-752679
2027-08-05;753183
1947-09-30;383125
2013-12-10;-286184
1924-07-30;495812
2052-05-03;993775
2008-04-08;-833072
2044-11-21;-425195
1946-09-24;-736500
1975-06-23;-254903
2016-06-26;-594297
1968-09-02;-506810
1936-08-15;568952
2029-03-07;2588
1938-12-24;289926
2018-10-02;-76963
2013-09-21;329033
2056-01-31;274369
1983-05-09;-668981
2048-12-03;694196
1978-12-31;-145681
1924-12-28;-591856
1993-04-27;669925
2057-01-04;-287421
2059-07-30;859109
1984-12-03;-733954
1949-07-04;51078
1937-09-11;989394
2029-10-02;766977
1939-10-28;-439154
1935-09-14;-349882
1957-05-25;-220066
1975-03-02;-246272
1960-02-08;741940
1996-12-27;-617299
1985-05-11;883038
2055-03-29;-589287
2062-10-01;41281
1944-11-28;-394065
2060-02-26;315112
1961-01-21;-166425
1908-10-30;-956706
2009-11-11;-339687
2044-01-31;-699918
2027-02-11;233571
2011-12-23;669788
1928-06-13;189933
1911-04-21;-816478
1968-10-19;-174953
2040-02-12;314419
1975-02-27;537556
1910-07-05;-722084
2041-11-21;-118340
2052-12-31;-415419
1932-01-11;-219446
2009-05-14;-788333
1906-01-10;329059
2014-03-23;514560
1934-10-12;-406734
1927-05-13;-641807
2051-03-11;545203
2019-12-08;-438585
1946-12-12;346651
1974-12-31;121478
2028-11-26;500653
1990-11-27;-990991
1925-09-16;539853
2046-09-30;-922413
1967-07-27;-30096
1959-02-19;917465
1922-02-26;245454
2063-03-08;-303876
1922-01-22;164116
1931-08-11;966807
1981-05-03;939339
2064-09-10;-617905
2067-04-12;-408157
1987-11-20;-207487
2001-10-08;-914106
1936-12-29;-745203
2008-11-03;-125315
2037-12-11;625259
1910-03-05;-883570
1914-01-18;591259
1959-02-11;421121
1914-06-27;-401016
2007-02-03;200207
1942-03-30;-913062
2054-06-23;-882570
1975-08-27;491190
1920-05-24;-156916
1964-07-22;339081
1960-12-30;-144075
1973-10-16;18927
1986-08-03;-727122
1962-11-30;-492096
1938-07-30;259841
1997-01-14;246696
2017-10-04;852644
2016-08-31;-199770
1957-01-24;-117366
2069-10-26;535593
1996-09-29;838680
2007-06-23;240250
2056-09-13;-177356
2067-05-06;902313
1919-10-01;-974599
2012-10-30;-272489
1984-01-05;346900
1963-07-20;-121384
2033-06-24;-807031
1907-05-13;982311
1912-07-26;-588532
1918-11-04;-147622
1967-02-16;658966
2037-08-16;-215567
2006-11-30;-5755
2062-07-10;432196
2043-03-08;135330
1972-02-26;433065
2053-02-27;-511918
1996-09-18;-2177
2067-10-02;312751
2023-06-02;-193475
1983-07-13;304305
1957-05-21;840575
1903-03-04;-969643
2007-02-09;765427
2023-04-03;-819194
1963-02-07;-766905
2064-12-02;-100095
2063-03-29;-925775
1934-11-22;702390
2038-01-12;-774891
2052-01-03;227021
1914-04-03;-152937
2015-03-16;161741
1987-03-06;597996
1903-05-12;-816560
2036-05-30;134343
1939-12-07;-661456
1977-08-04;45325
1902-10-01;462037
2029-10-11;833688
1978-09-21;-982577
2016-02-26;56857
1923-05-20;811591
1977-11-16;-343999
1907-10-26;-11643
2067-09-06;-497958
1920-02-25;-52612
2006-05-15;-223661
1928-10-06;-808399
1907-01-18;355336
2053-06-03;-559966
2040-08-18;741676
1972-11-15;-155436
2047-08-18;964712
1918-03-03;-532268
1974-08-12;157934
1900-08-10;366566
2036-03-07;-19231
2011-11-03;-265177
1907-01-15;-690917
2011-06-23;999800
1962-11-03;860124
1950-11-12;349936
2045-01-11;828479
2027-06-17;-61343
2014-07-06;-27475
1955-10-01;704450
2054-09-28;-206174
1972-08-07;183938
1906-07-14;-873515
1906-07-25;803742
1923-09-13;70463
1921-05-15;-468468
2008-05-12;469018
2051-12-12;384431
1929-03-30;-775679
2018-05-04;659202
2013-10-11;-526171
1904-04-21;170587
1979-06-03;-596471
1905-11-18;931931
1982-01-20;-454816
2016-05-14;100441
1945-06-27;-95143
2012-08-20;-278043
1983-04-30;91364
1997-09-09;224503
2032-06-11;-265098
1985-10-03;205085
1919-12-21;-366989
2038-02-08;-730820
1913-08-30;594106
2059-07-31;-114308
2005-02-28;-741998
1999-05-09;302637
2024-04-11;-262351
2051-08-23;479147
2015-12-06;-740130
2011-10-15;117105
2054-05-10;333686
1915-07-01;877133
2015-07-22;-264649
2016-10-21;922230
2042-08-21;-947003
2047-08-02;312313
1963-11-02;-703906
1940-07-25;-235405
1902-07-31;-549076
2058-06-16;66988
1902-06-25;858681
2047-07-19;-29266
1912-06-19;624680
2042-05-18;-806988
1966-03-23;95539
2055-11-14;-155389
1978-10-24;-684939
1966-12-07;-49655
1962-05-25;509788
1928-05-20;-986831
2009-10-02;-910496
2070-12-10;219076
1972-05-29;346462
1954-08-17;-487010
2007-06-17;-399004
1983-07-09;-822802
2043-08-11;-831667
1979-12-08;803679
1902-05-08;973902
2047-10-10;-166977
1967-06-02;621972
1947-05-12;647348
1907-11-19;-610292
2056-02-25;5967
1991-01-09;-502766
1967-10-07;534875
2061-07-20;-388847
2024-08-12;-142977
1978-01-13;715813
2062-03-15;-635785
2028-09-29;-56737
2037-10-17;944039
2016-04-06;-685353
1982-09-24;-453024
1984-12-14;660765
1998-03-13;283995
1973-01-27;747589
2046-05-12;870778
1903-07-27;227911
1917-07-09;-67508
1905-05-22;759302
2047-12-05;-958357
1957-05-04;-433656
1964-07-09;-989220
2065-10-30;-488064
1966-07-26;220112
1940-06-30;864442
2029-08-18;-17417
2034-02-23;607979
2019-02-18;116670
2066-07-23;958008
1959-01-17;-309272
1932-04-25;-485753
2022-12-25;84594
1910-04-05;-853437
1983-05-05;-367997
2022-05-18;166560
1923-06-06;-268705
1944-03-07;-691029
2008-08-23;-372114
1959-05-13;-497729
2004-05-01;84032
2038-06-02;245864
1909-06-16;198502
1932-06-24;734968
2063-02-27;289673
2043-05-01;996238
1978-04-11;-416249
2021-06-15;-255100
1977-11-02;109546
1946-06-10;157977
1900-01-21;690808
2026-01-05;-971303
1960-08-27;715334
2005-12-12;-613386
1976-04-29;570185
2016-05-01;935696
2045-05-22;433558
1937-05-18;750465
2023-05-26;749527
2009-07-21;872976
2061-03-21;-855541
1958-04-12;838745
1998-11-11;945624
2036-01-17;436301
1961-06-11;-835218
1966-04-06;-945375
1995-07-08;-33571
1999-10-26;-195578
2030-11-15;195002
1917-06-10;635213
1960-08-03;-646181
1964-11-28;398565
1985-12-11;-324235
1971-02-25;977914
2033-06-09;-417366
1917-01-07;692816
1948-02-01;-146041
2035-03-04;476737
1988-03-31;749231
2050-05-25;-413745
1936-09-13;894281
2006-04-07;-775805
1904-09-02;682058
2038-02-23;-454205
2013-11-25;-974800
1971-08-27;696635
2024-12-24;-401150
1980-10-30;-887519
1916-02-23;429276
1986-10-22;-873344
2034-10-18;-751278
2016-08-21;-703013
1914-08-12;933682
1934-08-19;887176
1975-07-31;853396
1953-10-27;254759
1980-06-28;878113
2047-05-16;-762118
1966-07-24;-48512
2023-06-09;924361
1958-10-05;-522087
2066-04-02;-36403
1984-12-11;576951
1999-12-17;-712947
1905-01-09;411937
1988-10-10;-634871
2043-10-15;-178197
1938-04-14;889340
2052-06-27;968202
1905-02-14;-780371
2065-06-14;-527509
1944-10-14;-286558
1948-11-15;-843961
1951-01-03;-599870
2021-04-05;-298441
2039-03-11;-362845
1921-12-18;135583
1937-03-26;-668917
1919-12-23;509137
2010-02-23;325651
2045-01-19;-787306
1914-08-14;883958
2070-11-20;-744891
1984-12-20;-778231
2040-08-08;380670
1957-02-13;532188
1969-05-23;-163128
2011-06-04;789584
1982-01-14;185016
2068-03-13;770303
1910-10-23;-344851
1994-08-04;-392094
1941-03-08;-376903
2054-06-02;-932577
2009-03-11;-269013
1936-12-21;193330
1933-04-16;758346
1936-03-26;856378
1983-03-26;-517966
1925-07-25;157145
1945-08-28;-505131
2056-06-12;-258434
1922-03-22;-175747
1933-02-15;27771
2024-11-25;-767324
2025-04-25;-197280
1945-04-28;790932
2054-09-17;-385877
1968-03-29;-776058
1924-07-18;-884344
2012-10-02;857025
2027-01-19;-448038
2023-09-27;752449
1981-04-08;722171
1900-03-24;-181964
1916-10-27;835790
2010-01-29;-369633
1979-09-25;-641842
1961-03-17;-471702
1924-02-27;690439
2066-12-17;763853
2031-09-19;358587
1909-09-10;-58247
1987-06-09;261971
1915-02-25;-542565
1960-03-31;352947
1984-07-20;727418
2045-04-10;-88860
1927-02-12;-73771
1982-10-13;-855090
2003-07-07;-211477
2031-02-26;-550955
2020-10-07;683808
2002-08-08;187274
1900-09-24;-859501
2066-06-16;-837703
1985-05-29;-670819
1979-04-28;18750
2010-05-12;-715025
1952-06-09;-768195
1946-02-12;51913
1979-04-28;525910
2016-08-10;402324
1906-01-16;96154
2059-04-12;-647308
2042-01-03;809213
2012-09-06;139446
1955-08-13;328219
1949-10-09;-714942
1940-01-21;-122749
2066-05-12;858336
2029-03-29;333381
1951-10-04;149169
2031-03-03;-601901
1991-02-15;-316469
2034-04-26;340476
1944-06-30;-379249
2043-10-14;975401
2054-12-19;-557383
1911-10-16;-118554
1996-11-12;-991436
1930-06-29;-269875
2021-05-31;-516952
1994-01-22;635229
1984-10-18;-314061
1968-04-02;291213
1999-10-26;-810951
1937-01-01;995917
1933-06-04;502288
2027-12-16;557940
2064-02-18;-22157
2004-07-17;-337700
1947-05-11;288726
1968-04-09;-169316
1944-04-23;446119
2017-10-21;762915
1919-02-04;-854385
2032-11-14;542354
1990-10-18;510999
2019-07-10;37401
1948-01-31;-915803
1988-12-22;-748970
1908-04-21;-667690
1959-11-04;815418
2057-01-10;-564742
1912-05-16;418313
1963-07-02;-687424
1915-03-04;-745245
2014-11-29;-837696
1925-02-07;315234
2007-09-01;268047
2027-12-02;707769
2003-11-26;-58453
2069-09-16;23424
1950-10-05;639329
1967-01-26;-97275
2026-11-08;642761
1944-06-15;98815
1961-01-28;-475238
1946-05-14;951316
2023-11-26;-293312
1955-05-04;877080
1982-07-01;-611658
1917-05-27;3642
1926-08-27;-26521
2025-08-05;-995666
1974-04-09;807851
2070-02-13;-785568
1920-01-28;-522517
2019-01-15;497462
1975-11-03;-872531
2028-10-22;717225
1900-11-05;853209
2067-01-27;-219128
2063-05-30;846594
1972-07-01;379453
1992-04-08;634718
2005-02-18;-896194
1981-01-24;972201
1945-09-27;-484880
1908-02-08;-563526
1994-09-04;6890
1936-07-22;834839
2031-05-01;-372363
1941-10-05;595258
1946-10-14;752879
2051-04-28;-254932
2024-07-05;533598
1906-04-04;713733
1967-04-24;-539719
2028-09-15;278415
1911-02-21;-362630
1987-12-20;477433
1939-11-14;-758333
2023-11-20;689079
2030-03-28;35406
1980-03-03;821382
1989-11-23;142707
1914-12-20;-976033
1968-05-09;-153842
2054-02-04;147880
1939-11-30;395515
1965-05-19;-617468
1957-06-23;971481
1939-10-06;-6363
1908-08-05;-903953
1925-04-26;-367962
2069-04-01;-733784
2063-10-06;839965
2043-11-30;-567701
2046-06-10;969015
2065-10-01;-426896
1921-01-08;-603028
2039-09-24;577850
2035-10-20;-298599
1973-10-23;-543174
2012-06-09;-745828
2028-12-27;-17980
2069-12-24;263562
2014-08-01;-424861
1915-02-16;611670
1988-10-27;199899
2001-10-02;-26864
1964-09-03;-984565
2061-10-24;409521
1973-02-10;422616
2049-04-22;896637
2017-01-10;781796
2058-01-26;512728
1960-02-01;339398
1994-05-08;270221
2008-12-20;780412
2020-07-28;-499968
2000-01-24;629685
2053-09-12;-149960
2025-10-19;256574
2014-10-21;751661
2052-03-13;450767
2044-11-26;676955
1995-11-25;827136
1938-01-28;104670
1949-05-20;-731280
2065-03-23;457115
2065-08-30;-907037
1929-09-28;871784
2024-09-18;-379300
1910-07-06;-938962
1923-09-19;-965053
1930-12-18;411342
1947-01-16;-360830
2019-09-26;-987478
1934-07-01;-197701
1927-05-13;84534
2028-03-30;-407877
1951-05-25;600290
2022-12-30;846243
1962-08-24;-700778
2021-06-04;-2374
2060-07-02;-182365
1942-11-18;-706070
1967-10-15;-496510
1906-04-15;-933779
1904-08-25;41144
1958-12-30;577385
1949-11-19;341989
1982-03-29;202468
1961-08-15;878524
2033-02-24;-325471
1950-05-28;283260
1950-08-04;76558
1937-02-01;215192
2002-11-09;915786
2025-03-31;-272263
2055-08-10;-619049
1980-01-08;610826
1929-10-12;-187005
2057-04-04;916230
1962-03-03;199017
2023-03-03;167658
1980-03-16;-148532
2053-06-19;-768878
2039-10-09;366211
1943-01-15;-711974
1966-10-27;-91649
1973-03-11;906663
1992-01-18;955530
1995-09-11;558117
2070-04-29;726064
2000-08-22;479705
2039-01-26;994470
1993-12-24;-775050
2027-09-29;-151764
2041-08-07;-843431
1903-11-27;605900
1978-08-24;84778
1947-05-14;-976085
1923-09-11;-124513
1904-10-16;43601
1971-12-18;-25552
2006-08-24;159934
1945-06-20;8659
1906-05-19;-931771
1984-09-22;-839423
2043-12-12;-739618
2010-05-16;515467
1905-02-13;720662
1905-12-28;439069
1993-04-13;413517
1984-07-29;-355509
1913-09-18;-653143
2044-01-07;-377922
1934-04-23;-364155
1905-05-08;-44571
2010-02-08;-469136
1917-06-13;-946046
2063-11-12;800119
2012-12-03;-783673
2017-02-09;225004
2057-10-30;765264
1933-08-26;498079
1953-10-23;178100
2048-02-28;889160
1953-11-04;690021
2025-03-20;-447436
1943-04-03;-745110
2034-04-12;-471037
2016-09-03;-478257
2026-03-21;-348807
2009-07-07;173616
1916-10-10;601007
1926-12-21;-161752
1911-10-24;-133702
1967-05-18;-998722
2056-03-10;-513045
1918-07-27;-274330
2053-09-17;-531225
1900-05-16;-944673
1913-09-19;912746
2068-03-21;-129942
1941-07-20;-957604
1942-10-25;-182390
1920-03-24;366961
1970-04-30;-721821
1976-07-20;-513463
1974-02-19;600677
1996-04-29;-983340
1945-03-02;956800
1923-01-11;354026
1969-04-15;268815
2033-12-09;-283577
1992-08-18;192180
1987-02-18;715778
1928-07-18;318602
1905-01-26;-535001
1964-02-13;-219470
1953-02-16;952498
2016-12-09;158809
2034-12-17;-947882
1986-12-28;-18694
1959-08-25;-251907
1970-08-06;916531
2035-02-13;531272
1900-12-27;91502
2065-09-16;-63402
2034-04-30;-403499
2033-03-11;30601
2041-04-21;29720
2052-07-17;-518689
1944-06-14;395957
1974-11-19;430406
2047-04-05;382593
1996-11-17;-661016
1953-05-31;824878
1901-12-25;611321
1957-09-20;462527
1940-06-25;261479
2000-03-19;-798177
2003-04-01;612029
2053-10-03;-232308
1904-02-04;674230
1948-12-14;922241
1964-02-05;-259546
1981-05-09;16809
1921-10-20;245958
2020-08-30;-388357
2051-07-27;869514
1937-03-20;123522
1920-12-30;-940276
1961-09-25;-943268
2020-02-21;671877
1989-09-01;110035
1912-04-25;-118310
1964-05-25;-986086
2044-11-05;976782
1947-09-18;702531
1988-03-15;-941956
1970-05-14;907007
2016-07-11;-564727
2032-06-29;978277
2000-05-24;-782887
1946-06-26;900202
1943-03-22;197722
1926-06-17;705769
1916-02-27;-210578
1994-06-04;855236
1925-09-12;-71708
1951-07-12;396131
2013-10-14;902887
1955-05-10;-414354
1981-03-12;-775470
2043-05-27;204626
1978-12-24;106351
2049-11-11;276768
1999-01-26;758099
2056-05-04;782630
1920-08-20;993241
1955-12-25;198507
2001-01-19;-38453
1918-09-28;-386262
1931-06-20;432947
2005-08-19;-831459
1908-09-20;957464
1935-06-10;-563204
1951-03-13;-873067
1976-03-17;-810011
2027-11-11;472847
1911-10-07;468824
1904-02-18;-351425
1996-08-26;984571
2053-09-24;517603
1906-06-08;-993378
2003-08-26;664927
1969-11-16;72087
1909-08-05;696625
1952-07-25;-235316
2001-12-01;-730802
2047-01-23;-633172
2029-08-06;-955512
1947-06-29;599581
1994-07-16;231860
2002-02-06;-242163
1981-03-05;845233
1913-03-18;-728001
1901-03-22;221748
2035-08-11;-829747
2048-05-12;-939305
1981-03-23;506932
1918-10-22;-335708
2055-11-09;560404
2021-12-28;-243508
2022-01-17;747592
2065-10-07;-697956
1924-10-21;958897
1991-07-25;-417282
1990-12-31;738364
2003-09-24;191325
2037-05-13;95515
2022-08-25;687621
2055-08-11;-671734
2003-12-14;712344
1913-02-18;-861332
1928-06-10;-79999
2041-02-11;-289900
2022-04-11;-355524
1943-10-08;658930
1991-04-27;-339156
2014-06-03;400912
2042-08-07;628485
1980-08-31;667960
2010-01-23;433114
1960-05-06;176497
1983-02-06;456960
1989-05-25;-79589
2023-03-23;-622524
2003-02-01;-444035
2015-12-25;7370
2037-10-28;-983556
2061-05-13;129062
1901-11-09;-759287
1966-07-28;124148
1974-02-26;-224819
2017-01-08;-431017
1940-03-30;-74890
2041-05-24;84102
2028-09-26;898544
1957-11-28;-199222
1919-02-21;898195
1972-08-14;195522
1950-10-07;-902471
2059-10-08;-173436
2006-07-16;771956
1937-03-03;-854543
1957-09-22;-356634
2025-02-03;-57961
1926-07-01;760816
1980-06-27;-905612
2022-03-20;-72787
1921-12-29;-461948
1931-06-22;-109170
1981-03-26;273417
2047-08-07;364639
2057-10-10;387990
2034-07-31;477027
1974-06-26;493851
1940-09-24;853046
1928-12-07;49015
1986-12-30;989585
1956-04-25;691943
1982-06-17;-795722
1948-09-01;-164028
1956-11-09;132166
1939-07-05;312492
2060-12-11;473811
1947-03-08;330193
1957-02-03;217614
2059-04-18;877116
2013-01-21;-476111
1918-09-14;734372
2007-07-11;614848
2035-08-31;-30610
1954-02-04;-334054
2021-02-09;-363992
2028-07-10;-260533
1929-08-04;-385788
1934-12-11;418810
1981-09-22;81018
2000-06-10;-293482
1955-04-29;-904004
1918-08-24;-577942
1994-03-12;-805582
2044-07-05;-763280
1940-08-14;410930
1944-06-08;-350966
2031-01-16;-949173
2057-10-09;-613619
2017-06-22;-33917
2042-05-05;916017
2038-09-15;-445919
2027-08-08;-185878
2063-12-26;-895980
1988-10-29;39351
1998-06-29;196035
2034-12-24;-684696
1924-07-18;-781796
1978-10-09;-508694
2056-11-02;334954
2049-12-17;-612497
1938-03-26;-735699
1951-10-12;-265082
2024-08-15;-467697
2023-11-26;280130
1988-04-02;-671562
2027-07-15;-646135
2019-02-13;-885675
1947-07-30;-790171
1981-04-25;164421
1998-04-16;146796
2063-06-05;-480937
1923-09-17;-645602
2010-04-13;369164
2004-09-15;-631929
1981-11-19;724770
2051-11-15;-323900
2044-11-14;-800953
1934-03-21;-234913
2018-02-21;258000
2058-11-20;77536
1921-03-14;725773
1914-12-02;29199
2045-05-04;775922
1931-10-02;829404
1915-11-16;-6509
1935-10-02;808606
1966-12-01;875962
1964-06-15;556042
1912-03-06;631402
2059-05-11;-550787
2031-01-30;-41214
1907-03-06;-55455
1978-05-02;494580
1964-03-03;-552239
2015-10-27;-221091
1946-01-12;585889
2018-12-26;-677614
2061-02-16;128837
1930-10-16;207485
2030-12-24;940723
1901-12-29;8713
2020-09-08;613283
1954-08-11;-513103
2030-08-01;-387109
1954-02-25;695862
2047-10-02;28006
1969-04-07;762771
1968-03-08;-428803
1986-08-19;859924
2013-01-10;-163552
1967-04-21;819224
1981-08-26;-624383
1902-11-07;-466545
1942-12-25;545
2058-01-02;-17309
1944-02-16;978804
1945-10-20;52645
2031-06-06;-104912
2012-08-29;703765
1991-06-26;-453949
1933-08-15;-928600
1940-04-26;-951852
2037-06-11;-658625
2022-07-29;2865
2068-08-29;-545254
2067-12-20;928475
2027-04-14;104043
1932-04-08;733307
1914-11-10;628233
2008-11-11;-566411
2042-05-05;99087
1972-04-01;629896
2031-10-29;-930422
1999-03-21;53075
2038-06-12;482085
2018-09-27;-483561
2019-05-04;-366223
1994-07-21;-814737
2057-06-19;-212271
2000-09-26;-182672
1926-10-05;988688
2059-07-11;-142810
1976-02-16;92841
2024-05-04;135814
1935-06-29;-917864
2033-03-19;-629717
1934-09-12;-325587
1921-05-26;-13998
1925-08-03;-734211
1986-03-31;-253324
1933-06-21;-759713
2037-04-18;23912
1929-11-10;-349623
2014-04-03;-203212
2005-08-21;455617
2002-09-18;449426
1903-05-22;734089
1917-07-05;-847684
2066-04-29;310080
1958-10-19;-824113
1968-08-19;712659
2039-11-11;89632
2029-04-04;-595237
1979-04-08;-227986
1960-12-05;-539394
1987-10-05;458530
2010-09-12;737993
1936-10-23;-298281
1981-09-18;-557213
2043-05-07;903990
1972-06-11;-979351
1967-04-01;-511379
2046-01-07;-901353
2050-02-13;-336256
2068-03-31;-320133
1985-07-05;-112265
2036-02-01;429620
1978-09-27;-409336
1985-10-01;948477
2067-10-16;-411702
1949-12-03;383970
2046-01-05;-809101
1949-09-10;439142
1962-02-26;733318
1999-10-25;-803116
2047-09-09;230692
1988-12-16;606884
2008-12-04;523275
1980-09-18;474066
2002-03-02;911609
2022-07-25;-790255
2056-06-16;-455053
2014-09-22;-917702
1960-07-28;345340
1919-08-31;-951623
1943-10-19;-989601
1979-02-12;-667189
1942-06-22;273323
1969-10-09;-238895
1950-10-14;763040
1982-07-20;-697529
2015-02-24;314429
1959-02-28;831475
1994-02-10;484727
1976-12-10;693601
1911-04-03;301932
2031-08-10;-860021
1989-02-03;223197
1935-07-16;703308
2049-03-14;704842
2002-09-21;56055
2045-02-23;294873
2028-06-04;935752
1971-03-01;-887169
1904-02-09;234443
1917-06-13;948802
1970-01-22;-147584
1906-06-20;56020
2064-12-10;-477592
1979-07-10;247191
2027-02-24;195994
1906-04-09;73144
1954-02-19;-903468
2010-06-21;611951
1911-02-28;187180
2039-08-24;-682993
1975-05-09;619035
1989-05-10;-890507
2058-12-23;-692719
1965-12-15;533618
1984-09-24;366120
1953-05-27;-622409
1976-08-16;-600136
2041-10-15;601984
2063-08-29;292087
2003-07-23;960203
1972-07-27;851673
1904-09-10;639324
1942-03-03;783955
1974-09-04;62977
1915-09-12;36552
1977-01-22;842209
1936-09-20;-570705
2022-08-20;794450
1978-06-24;597329
2062-05-02;-18006
1984-01-08;-932383
1943-01-22;271714
2008-04-09;-223438
1961-06-22;-612442
1969-10-19;409527
1910-01-30;332619
1964-02-05;232780
1967-06-18;167774
1903-11-26;-743091
1990-01-31;673830
1930-01-03;-275337
1927-02-24;660611
1953-04-04;-761396
1938-10-04;811781
1946-02-14;578138
1975-11-12;461038
1951-01-24;-57176
1973-09-21;-581439
2051-12-23;-321955
2008-06-09;-558166
1974-11-07;-76362
2049-03-28;24727
1955-02-05;-444347
2062-07-20;-527067
1984-06-25;827169
2055-11-23;-405856
1980-09-08;977152
1930-12-12;-489480
1970-12-09;442273
2026-08-26;-39288
2023-12-13;-502729
2000-03-31;315896
2023-07-19;651200
1986-10-12;249172
1922-09-02;-388073
2030-03-22;-626407
1900-11-23;6772
2048-02-12;-197222
1966-09-18;-892011
1955-03-30;217307
2050-07-08;806324
1967-09-21;662939
1976-05-28;330450
1974-06-24;599649
1990-11-05;989709
1994-06-17;64327
2070-06-06;915817
2068-09-21;-972729
2008-07-30;174742
1930-07-12;236837
1959-04-17;814126
1968-09-05;-94740
2001-03-18;655614
1951-04-07;416970
2002-09-17;-617980
1909-09-14;-212489
2014-12-03;-843313
1921-02-20;-99535
1915-06-18;565652
2036-05-02;902515
2069-06-07;-335499
1922-03-10;-485321
2018-08-30;-832087
2040-01-05;-558013
1935-10-19;484958
1956-10-13;993070
2061-01-30;-794359
2068-09-06;-885198
1988-09-14;355406
1984-11-19;-309369
1947-04-01;948906
1941-08-21;-724001
1940-08-29;-358299
1915-12-02;-473543
1916-09-09;758007
2064-01-05;-246275
2040-05-16;-170340
2061-01-29;-899718
2029-03-27;452280
1959-09-25;-163872
1937-11-10;-384628
1977-01-11;469075
1958-06-18;-592794
1913-11-08;47298
1971-02-21;-268652
2046-01-05;253871
2050-07-01;-834603
1913-07-19;-947487
1956-09-06;789514
1993-07-30;323692
1901-04-08;642324
2046-09-14;-466908
1926-02-24;877054
1901-01-16;-537320
1932-01-05;146572
1964-12-01;607924
2055-06-27;-646848
2061-11-15;148578
1969-10-17;-546558
1932-06-19;420884
2037-07-07;844278
1975-03-23;311440
1959-05-18;996727
1952-05-21;-997329
2031-08-29;544914
1989-08-12;-83448
1932-05-09;311423
1914-12-12;-921160
1997-10-29;-483579
2047-03-10;76644
2038-07-27;-903954
1999-09-27;615897
2040-02-22;248871
2001-01-12;-369748
1915-05-22;-15847
1938-03-11;302980
1930-12-03;-122504
1917-05-05;-171169
1973-11-14;22805
1921-11-26;336107
1971-04-16;-335232
2065-01-22;484614
1981-05-12;-335358
1967-05-20;-584249
2057-01-08;826617
2041-10-29;-490583
2011-03-04;-363681
1968-03-11;731789
1921-10-05;587099
1953-07-21;-786210
1921-07-10;-899550
2008-01-03;-819802
1960-04-21;438270
2028-03-13;-814599
2048-10-31;404244
2009-04-23;26673
1906-08-26;269236
1938-08-20;-462917
2058-09-26;766566
1954-09-04;352536
1941-05-22;426435
1958-02-07;177880
1927-01-19;650355
1902-06-16;657879
1959-09-11;-33983
1954-11-01;584875
1933-04-29;715782
1950-02-01;735415
1973-12-24;-276788
2057-12-26;-130520
1978-07-04;-362411
1935-05-02;672943
1975-12-11;-559823
1927-10-24;-76204
2065-10-16;-586065
1912-02-23;-627637
1961-02-16;-66002
2043-04-16;-953025
1941-12-17;-662828
1993-06-30;-582489
1999-03-25;421910
1986-03-12;542677
1999-08-08;742220
1966-11-04;853185
1938-08-31;540908
1926-05-12;482914
2022-12-07;466933
2034-09-30;-170779
2016-05-01;289123
2044-11-03;-204520
2020-03-11;-746939
1919-07-25;-216151
2031-02-12;245294
2054-06-02;-625266
1944-09-11;449223
1994-03-18;-917825
2016-06-30;-350491
2019-06-03;524668
2037-04-05;-384092
1987-06-14;639263
1986-10-20;-196481
2008-06-22;73565
2063-07-15;-754424
1976-02-09;-889332
2050-02-10;224935
1962-08-21;-160936
1957-12-01;-929345
1963-07-15;28980
1901-04-30;785377
1901-07-05;654735
2068-10-24;-247721
1964-03-15;-308994
2039-10-10;-976656
2057-06-08;924513
2070-12-21;218227
1945-06-17;-496436
2061-11-17;-686092
1974-11-20;278461
1962-04-20;763456
1977-04-26;-184687
2014-02-02;634547
2025-01-10;-474708
1931-02-12;530591
1948-09-05;357946
1995-03-01;-852663
1983-09-02;-608860
1948-10-27;-495712
1920-04-26;932501
2034-07-14;679053
2060-03-12;898407
1944-10-08;-623060
1916-09-09;-700116
1984-07-26;-761860
1956-04-02;75040
1981-06-15;68339
1942-03-23;575805
1979-02-02;781897
2034-04-03;-569026
2066-01-18;-716644
2033-03-09;376585
1911-08-25;-962315
1955-03-27;-999093
2000-11-26;-260711
1917-07-06;-520830
1982-06-11;-916773
2049-10-06;-743414
2065-11-07;552200
2002-07-17;368174
1910-11-30;-3876
1969-03-07;558030
1972-11-29;187454
1959-03-25;-630977
1986-06-24;363748
1934-04-02;18275
1908-05-27;-402368
1914-05-17;-958297
1994-08-17;704327
2070-11-12;618099
2007-10-20;-482011
1952-08-27;933070
1988-03-20;563930
2014-01-05;-750570
1978-02-08;969031
2053-04-03;210705
1996-08-01;-787301
1950-08-06;-269572
2003-12-14;-313667
2063-02-13;-374627
1932-08-30;666899
2037-11-24;-899222
2055-12-16;-592769
1994-05-05;-363638
1989-03-24;-705933
2029-05-01;-217275
1980-05-08;397855
2053-10-24;385888
2067-12-17;-296203
1916-10-14;-394274
1927-07-07;896655
2058-04-23;-686532
1954-06-23;783180
1913-05-02;544913
2034-11-13;-581041
1902-04-26;-260142
1954-09-16;-426316
